sample,nr,dr,df,rf,avg_prey,std_prey,avg_predators,std_predators
0,640,1.4,0.08,0.46,308.95,6.78823,59.7,0.0707107
1,280,0.5,0.05,0.62,80.925,17.2888,57.825,23.7941
2,100,1.1,0.17,0.3,319.1,5.09117,0,0
3,460,0.8,0.14,0.54,425.25,0.707107,11.35,0.989949
4,820,1.7,0.11,0.38,596.825,62.8971,31.95,8.13173
