sample,nr,dr,df,rf,avg_prey,std_prey,avg_predators,std_predators
0,560,0.2,0.6,0,560,0,0,0
1,440,0.6,0,0.6,0,0,687.4,8.69741
2,200,0.4,0.4,0.8,200,0,0,0
3,320,0,0.2,0.2,320,0,0,0
4,680,0.8,0.8,0.4,680,0,0,0
