sample,nr,dr,df,rf,avg_prey,std_prey,avg_predators,std_predators
0,100,1.4,0.14,0.3,0,0,271.475,3.28805
1,460,1.7,0.05,0.54,66.975,11.6319,131.55,1.69706
2,280,1.1,0.11,0.62,1.48673e+07,2.10255e+07,278.325,2.36881
3,820,0.5,0.17,0.46,113.05,19.0212,393.475,29.1682
4,640,0.8,0.08,0.38,68.4,5.9397,308.3,45.5377
