sample,nr,dr,df,rf,avg_prey,std_prey,avg_predators,std_predators
0,280,1.4,0.11,0.3,282.125,2.15668,0,0
1,640,1.1,0.14,0.62,507.775,9.22774,30.025,1.87383
2,100,0.8,0.17,0.54,194.55,4.24264,0,0
3,460,0.5,0.08,0.46,194.35,5.86899,104.45,29.0621
4,820,1.7,0.05,0.38,237.525,11.2784,87.575,6.54074
