sample,nr,dr,df,rf,avg_prey,std_prey,avg_predators,std_predators
0,820,0.8,0.14,0.62,49.25,1.76777,518.725,31.0066
1,100,1.1,0.17,0.46,0,0,242.65,12.3744
2,640,1.7,0.08,0.3,3.76979e+07,5.33128e+07,475.7,5.23259
3,280,0.5,0.05,0.38,96.15,4.03051,131.8,8.83883
4,460,1.4,0.11,0.54,15.775,6.18718,383.75,5.3033
