sample,nr,dr,df,rf,avg_prey,std_prey,avg_predators,std_predators
0,820,1.7,0.05,0.3,290.55,9.19239,72.575,2.22739
1,640,1.4,0.11,0.62,417.6,5.79828,42.825,3.21734
2,280,1.1,0.08,0.38,280,0,0,0
3,100,0.8,0.14,0.54,134.9,11.5966,0,0
4,460,0.5,0.17,0.46,427.625,1.23744,17.65,0.989949
