sample,nr,dr,df,rf,avg_prey,std_prey,avg_predators,std_predators,normalized_prey
1542,771,0.683,0.222125,0.45125,632.4,43.2749,30.4,10.1823,0.820233
1543,477,0.572,0.109125,0.59,295.3,12.3037,71.6,18.9505,0.619078
1544,388,0.77625,0.10825,0.4015,380.7,10.3238,4.3,6.08112,0.981186
1545,351,0.85425,0.09375,0.30075,351,0,0,0,1
1546,215,0.75875,0.027625,0.684,24.5,34.6482,3.6,5.09117,0.113953
1547,785,0.63575,0.242875,0.348,785,0,0,0,1
1548,471,0.81625,0.237875,0.60575,471,0,0,0,1
1549,788,0.789,0.240625,0.449,752.7,49.9217,8.8,12.4451,0.955203
1550,740,0.66275,0.20175,0.57075,473.2,15.5563,65.6,7.35391,0.639459
1551,284,0.9395,0.203625,0.34175,284,0,0,0,1
1552,248,0.9485,0.151,0.5775,248,0,0,0,1
1553,383,0.859,0.044375,0.39475,180.4,30.547,71,9.61665,0.471018
1554,496,0.87175,0.194875,0.2745,496,0,0,0,1
1555,323,0.74525,0.124625,0.32225,323,0,0,0,1
1556,517,0.94,0.003125,0.65425,0,0,113.5,3.25269,0
1557,680,0.50875,0.2135,0.69825,473.6,62.2254,56.2,4.24264,0.696471
1558,322,0.99075,0.226125,0.68775,322,0,0,0,1
1559,273,0.77675,0.02475,0.686,0,0,0,0,0
1560,659,0.94075,0.14325,0.627,435.9,23.6174,32.3,14.0007,0.661457
1561,620,0.86,0.07825,0.44325,265,69.0136,63.7,28.7085,0.427419
1562,767,0.94225,0.08175,0.51425,374.7,173.241,72,19.2333,0.488527
1563,452,0.70925,0.029,0.72125,0,0,0,0,0
1564,245,0.92725,0.040625,0.567,107,35.3553,55.2,0.565685,0.436735
1565,240,0.967,0.17625,0.49925,240,0,0,0,1
1566,731,0.6435,0.220125,0.4845,611.9,34.0825,23.2,5.65685,0.837073
1567,238,0.9105,0.115,0.54025,238,0,0,0,1
1568,235,0.59375,0.08225,0.4405,226.2,4.24264,8.6,2.54558,0.962553
1569,663,0.6795,0.176375,0.5995,487.5,92.3481,25,24.3245,0.735294
1570,668,0.904,0.0595,0.578,254.6,108.046,64.8,43.5578,0.381138
1571,669,0.78525,0.096625,0.30175,466.2,87.3984,47.5,17.9605,0.696861
1572,396,0.94475,0.149375,0.4965,396,0,0,0,1
1573,707,0.801,0.068375,0.27275,393.5,34.6482,66.9,15.6978,0.556577
1574,621,0.54125,0.03975,0.555,5.3,4.38406,31,9.05097,0.00853462
1575,208,0.891,0.082625,0.637,198.4,13.5765,7,9.89949,0.953846
1576,229,0.92525,0.108125,0.67425,229,0,0,0,1
1577,788,0.66675,0.17875,0.45625,483.4,79.4788,68.4,13.5765,0.613452
1578,217,0.54975,0.045625,0.275,189,22.3446,26.9,16.8291,0.870968
1579,550,0.605,0.249,0.48125,550,0,0,0,1
1580,242,0.79475,0.03075,0.52525,87,24.0416,40.7,0.989949,0.359504
1581,388,0.57075,0.160125,0.33175,388,0,0,0,1
1582,630,0.707,0.1965,0.39575,630,0,0,0,1
1583,532,0.51775,0.1995,0.32525,532,0,0,0,1
1584,549,0.6915,0.190625,0.49,530.1,26.7286,6.6,9.33381,0.965574
1585,338,0.68575,0.185,0.54425,338,0,0,0,1
1586,597,0.557,0.1805,0.61475,431.5,3.53553,40.2,3.11127,0.722781
1587,213,0.9905,0.102875,0.32475,213,0,0,0,1
1588,373,0.7775,0.10725,0.538,308.5,16.5463,19.5,3.25269,0.827078
1589,391,0.61375,0.065375,0.36075,203.3,8.34386,77.6,6.78823,0.519949
1590,345,0.8555,0.217875,0.3375,345,0,0,0,1
1591,528,0.751,0.161875,0.5665,415.3,23.0517,21,0.282843,0.786553
1592,678,0.943,0.124875,0.25825,666.6,16.122,2.8,3.9598,0.983186
1593,215,0.701,0.04675,0.33075,180.7,15.9806,24.6,11.5966,0.840465
1594,491,0.6865,0.132875,0.559,328,19.2333,43.2,2.82843,0.668024
1595,342,0.99575,0.2,0.73275,342,0,0,0,1
1596,551,0.66175,0.1275,0.458,328.9,64.6296,50.4,10.4652,0.596915
1597,426,0.628,0.1115,0.5695,256.5,25.0316,57.8,8.76812,0.602113
1598,605,0.61225,0.196875,0.68475,482.6,57.1342,35,19.5161,0.797686
1599,454,0.64875,0.082375,0.548,188.7,24.1831,76.5,13.435,0.415639
1600,646,0.51725,0.141125,0.67075,234.2,74.1048,124.8,0.565685,0.362539
1601,736,0.9845,0.029625,0.6815,0.1,0.141421,3.2,4.52548,0.00013587
1602,478,0.93675,0.149,0.467,478,0,0,0,1
1603,488,0.615,0.0775,0.60625,200,5.65685,124.8,7.35391,0.409836
1604,334,0.63325,0.002875,0.5075,0,0,112.6,3.39411,0
1605,586,0.8395,0.091125,0.71525,242,204.212,38.5,17.112,0.412969
1606,356,0.9495,0.02575,0.688,0,0,0,0,0
1607,270,0.9225,0.158125,0.547,270,0,0,0,1
1608,326,0.724,0.1355,0.523,326,0,0,0,1
1609,438,0.76525,0.056875,0.70225,168,62.5082,52.1,30.9713,0.383562
1610,591,0.929,0.24225,0.737,565.4,36.2039,3.5,4.94975,0.956684
1611,772,0.67175,0.229125,0.505,593,91.3582,36.5,18.5262,0.768135
1612,468,0.978,0.230875,0.262,468,0,0,0,1
1613,606,0.75375,0.15475,0.5465,447.2,95.0352,49.8,22.3446,0.737954
1614,282,0.92075,0.156875,0.64975,282,0,0,0,1
1615,230,0.8955,0.231875,0.36225,230,0,0,0,1
1616,537,0.95225,0.105,0.41175,453.5,3.25269,21.7,5.51543,0.844507
1617,279,0.71225,0.13975,0.64775,279,0,0,0,1
1618,563,0.50725,0.183,0.6695,402.1,42.8507,55.7,23.9002,0.71421
1619,615,0.841,0.143375,0.434,555.8,61.9426,10.3,9.19239,0.90374
1620,786,0.58425,0.129,0.3025,468.1,21.0718,77,0.565685,0.595547
1621,652,0.8905,0.0885,0.32975,474.8,39.8808,40.9,0.989949,0.728221
1622,374,0.6785,0.059875,0.38,180.3,26.163,76.5,12.3037,0.482086
1623,686,0.70075,0.007875,0.6785,0,0,17.9,1.27279,0
1624,324,0.62625,0.110125,0.60175,249.2,23.1931,34.7,15.6978,0.769136
1625,738,0.72075,0.236875,0.35825,738,0,0,0,1
1626,283,0.50575,0.017,0.558,0,0,0.4,0,0
1627,553,0.77175,0.20425,0.401,553,0,0,0,1
1628,245,0.6085,0.11775,0.308,245,0,0,0,1
1629,394,0.505,0.118875,0.65725,251.9,28.7085,62.6,14.7078,0.63934
1630,723,0.8275,0.155375,0.3085,700.6,31.6784,5.9,8.34386,0.969018
1631,477,0.80475,0.236625,0.7175,477,0,0,0,1
1632,280,0.82025,0.028,0.25325,143.3,28.9914,64.4,4.52548,0.511786
1633,323,0.88025,0.246125,0.44925,323,0,0,0,1
1634,783,0.59475,0.18925,0.36975,580.2,7.07107,53.3,8.90955,0.740996
1635,678,0.77125,0.219375,0.46125,678,0,0,0,1
1636,284,0.71025,0.024,0.552,3.2,4.52548,3.5,4.6669,0.0112676
1637,360,0.96825,0.21925,0.25925,360,0,0,0,1
1638,349,0.56775,0.214125,0.48925,349,0,0,0,1
1639,584,0.97625,0.221125,0.639,584,0,0,0,1
1640,780,0.85025,0.11425,0.62175,342.5,60.6698,56.5,20.7889,0.439103
1641,648,0.85525,0.2435,0.72475,623.9,34.0825,8.1,11.4551,0.962809
1642,535,0.63975,0.05975,0.7485,17.8,25.173,24.7,34.9311,0.033271
1643,600,0.54325,0.1525,0.6235,322.9,61.2354,93.9,22.7688,0.538167
1644,428,0.8845,0.226375,0.41675,428,0,0,0,1
1645,443,0.92975,0.162625,0.62075,443,0,0,0,1
1646,484,0.61675,0.135375,0.716,255,27.1529,70.2,18.6676,0.52686
1647,785,0.52225,0.09675,0.581,325.3,46.5276,115.2,7.9196,0.414395
1648,649,0.6715,0.23725,0.72275,548.6,34.7897,27.8,8.48528,0.8453
1649,727,0.72425,0.147625,0.691,420.6,145.381,55.4,31.3955,0.578542
1650,694,0.531,0.233625,0.45725,653.6,17.8191,13,6.50538,0.941787
1651,716,0.92925,0.013,0.4645,0,0,1.1,0.424264,0
1652,650,0.95525,0.13125,0.72,464.1,14.2836,39.6,1.41421,0.714
1653,385,0.7595,0.134375,0.5235,383.1,2.68701,1.4,1.9799,0.995065
1654,701,0.644,0.139625,0.70625,342.6,122.188,84.5,4.38406,0.48873
1655,264,0.534,0.08725,0.6625,117.6,6.22254,100.7,3.81838,0.445455
1656,245,0.7705,0.0235,0.33225,95.9,4.94975,80.1,2.68701,0.391429
1657,746,0.86025,0.022,0.281,54.5,10.3238,45.5,5.79828,0.0730563
1658,231,0.6385,0.08775,0.41575,231,0,0,0,1
1659,706,0.64675,0.193125,0.36425,663.7,52.4673,11.1,14.0007,0.940085
1660,325,0.75925,0.151625,0.71325,315.8,13.0108,3.8,5.37401,0.971692
1661,625,0.62475,0.20625,0.7015,452.5,135.623,42,5.65685,0.724
1662,642,0.519,0.084,0.27325,316.1,40.0222,90.3,8.90955,0.492368
1663,317,0.5985,0.0105,0.747,0,0,3.2,1.13137,0
1664,714,0.75775,0.094125,0.34525,455.3,140.997,45,16.6877,0.637675
1665,743,0.7515,0.248375,0.25575,743,0,0,0,1
1666,339,0.56475,0.008375,0.4355,0,0,9.2,2.26274,0
1667,434,0.90975,0.042125,0.708,18.5,10.0409,32.5,16.5463,0.0426267
1668,206,0.89675,0.16225,0.4155,206,0,0,0,1
1669,487,0.793,0.1825,0.42425,487,0,0,0,1
1670,527,0.63425,0.2205,0.69975,430.9,33.7997,40.8,12.4451,0.817647
1671,624,0.627,0.130375,0.41475,351.9,23.9002,71.1,17.9605,0.563942
1672,344,0.78025,0.239,0.3015,344,0,0,0,1
1673,614,0.753,0.143625,0.68875,362.4,74.6705,55.5,24.4659,0.590228
1674,728,0.64575,0.238375,0.7465,503.8,77.7817,76.8,45.5377,0.692033
1675,758,0.8215,0.1855,0.4725,669.3,125.441,13.7,19.3747,0.882982
1676,611,0.74425,0.071625,0.33025,275.2,20.9304,78.2,2.26274,0.450409
1677,436,0.93375,0.13725,0.45675,436,0,0,0,1
1678,676,0.765,0.205375,0.31,676,0,0,0,1
1679,710,0.83275,0.1735,0.406,619,72.4077,22,15.8392,0.871831
1680,223,0.53175,0.228375,0.3965,223,0,0,0,1
1681,446,0.764,0.01475,0.67225,0,0,0.6,0.282843,0
1682,536,0.896,0.136625,0.2895,536,0,0,0,1
1683,268,0.96325,0.129625,0.43675,268,0,0,0,1
1684,398,0.79375,0.217375,0.5715,398,0,0,0,1
1685,769,0.6695,0.13025,0.338,461.8,2.82843,61.7,3.53553,0.60052
1686,693,0.5885,0.092,0.432,266,24.0416,122.4,17.5362,0.383838
1687,581,0.67275,0.1755,0.6095,427.7,98.005,49.8,33.0926,0.736145
1688,509,0.88875,0.12,0.7435,363.3,40.5879,34.7,19.3747,0.713752
1689,527,0.81375,0.024125,0.4885,8.4,11.8794,18.9,23.6174,0.0159393
1690,427,0.95325,0.018125,0.534,0,0,0,0,0
1691,605,0.8685,0.22425,0.67875,605,0,0,0,1
1692,523,0.77,0.246625,0.33575,523,0,0,0,1
1693,783,0.7835,0.01575,0.26025,10.6,1.69706,48.5,8.34386,0.0135377
1694,447,0.74275,0.0715,0.3945,275.2,7.63675,52.6,11.0309,0.61566
1695,730,0.744,0.06825,0.6125,161.6,57.9828,74.2,1.13137,0.22137
1696,755,0.7355,0.01725,0.68,0,0,0.3,0.424264,0
1697,721,0.7365,0.164875,0.3,718,4.24264,0.8,1.13137,0.995839
1698,745,0.67525,0.205625,0.68175,524.9,28.4257,56.3,9.47523,0.704564
1699,225,0.72375,0.031,0.37775,65.7,14.0007,74.3,10.0409,0.292
1700,779,0.638,0.213,0.74925,453.6,10.1823,54.6,5.09117,0.582285
1701,596,0.8465,0.154125,0.64275,553,32.2441,10.6,0.848528,0.927852
1702,380,0.898,0.066375,0.574,200.1,11.1723,38.6,3.67696,0.526579
1703,434,0.8965,0.140125,0.6515,359.8,8.20244,20.8,8.20244,0.829032
1704,276,0.658,0.23075,0.5565,276,0,0,0,1
1705,360,0.95675,0.22775,0.56725,360,0,0,0,1
1706,712,0.92275,0.060875,0.5595,235,161.22,66.2,44.6891,0.330056
1707,238,0.65725,0.168125,0.494,238,0,0,0,1
1708,367,0.80925,0.12125,0.251,367,0,0,0,1
1709,702,0.99475,0.179375,0.43425,683.7,25.8801,2.4,3.39411,0.973932
1710,334,0.922,0.055375,0.48425,177.4,15.5563,54.5,14.0007,0.531138
1711,785,0.72325,0.0975,0.47625,260,65.0538,96.4,11.0309,0.33121
1712,554,0.675,0.09175,0.62325,190.3,43.982,95.6,30.2642,0.343502
1713,333,0.89625,0.03475,0.583,17.1,9.19239,39.5,21.0718,0.0513514
1714,282,0.504,0.170875,0.51525,282,0,0,0,1
1715,346,0.80375,0.046125,0.621,51.7,21.6375,61,33.3754,0.149422
1716,326,0.783,0.05325,0.6865,80.7,34.3654,70.2,10.4652,0.247546
1717,541,0.7575,0.020625,0.70075,0,0,0.1,0.141421,0
1718,599,0.957,0.054625,0.48075,167.3,20.7889,98.7,6.6468,0.279299
1719,797,0.856,0.090625,0.37675,422.2,1.41421,68.3,6.36396,0.529737
1720,465,0.565,0.07475,0.5265,233.8,37.9009,69.8,1.41421,0.502796
1721,539,0.95775,0.047,0.5425,105.6,4.24264,69.1,12.0208,0.195918
1722,779,0.7,0.198625,0.4995,544.3,132.512,37.8,16.9706,0.698716
1723,709,0.80825,0.186,0.2545,709,0,0,0,1
1724,628,0.739,0.061125,0.749,51.3,67.458,26.6,19.799,0.0816879
1725,731,0.7015,0.199,0.427,706.1,35.2139,4.7,6.6468,0.965937
1726,789,0.863,0.099875,0.6345,329.6,151.321,67.3,15.9806,0.417744
1727,728,0.5535,0.174625,0.74575,432.3,189.08,73.5,75.3776,0.593819
1728,389,0.5295,0.03725,0.61525,16.3,4.94975,28.2,37.6181,0.0419023
1729,450,0.673,0.15025,0.4775,430.5,16.8291,7.4,7.07107,0.956667
1730,578,0.83425,0.014625,0.37425,0,0,0.4,0.282843,0
1731,355,0.773,0.11525,0.66475,281.6,1.69706,36.1,6.92965,0.793239
1732,509,0.97225,0.02525,0.30625,81.2,2.54558,80,10.1823,0.159528
1733,644,0.853,0.231625,0.3725,644,0,0,0,1
1734,779,0.8925,0.121875,0.48775,537.2,116.531,44.5,36.911,0.689602
1735,790,0.72625,0.245625,0.304,790,0,0,0,1
1736,258,0.83825,0.16375,0.55,258,0,0,0,1
1737,202,0.5585,0.207125,0.28325,202,0,0,0,1
1738,480,0.61925,0.208,0.5405,480,0,0,0,1
1739,656,0.52725,0.23375,0.287,656,0,0,0,1
1740,314,0.58025,0.018375,0.33875,14.7,10.8894,42.3,1.55563,0.0468153
1741,781,0.6975,0.0205,0.64475,0,0,0,0,0
1742,373,0.8105,0.14525,0.503,373,0,0,0,1
1743,557,0.58825,0.153,0.4065,463.5,16.5463,30.9,12.0208,0.832136
1744,504,0.65825,0.11275,0.5395,260.6,27.7186,80.3,6.08112,0.517063
1745,329,0.54375,0.177375,0.65375,312.4,7.35391,12.2,0.282843,0.949544
1746,456,0.52475,0.00525,0.7195,0,0,78.8,4.24264,0
1747,440,0.6485,0.014125,0.741,0,0,0.8,1.13137,0
1748,351,0.50675,0.054125,0.68225,84.9,96.5908,39.9,18.809,0.24188
1749,224,0.88175,0.109875,0.44175,224,0,0,0,1
1750,629,0.65775,0.10025,0.298,430.3,79.6202,53.5,15.1321,0.684102
1751,248,0.88325,0.00975,0.455,0,0,4,0.282843,0
1752,786,0.8425,0.126375,0.6575,516.3,10.0409,53.7,0.141421,0.65687
1753,611,0.85825,0.027375,0.49425,3.7,5.23259,13.2,18.6676,0.00605565
1754,770,0.61075,0.072,0.50175,166.4,33.0926,98.9,4.94975,0.216104
1755,374,0.82125,0.159375,0.55275,374,0,0,0,1
1756,512,0.8635,0.11575,0.39825,481.2,43.5578,9.7,13.7179,0.939844
1757,259,0.85275,0.024375,0.599,2.1,2.96985,12.2,17.2534,0.00810811
1758,698,0.74975,0.154,0.54175,528,39.0323,38.4,8.48528,0.756447
1759,548,0.8565,0.145375,0.4285,530.4,24.8902,3.8,5.37401,0.967883
1760,547,0.87725,0.131125,0.57675,480.9,10.3238,13.6,3.39411,0.879159
1761,671,0.76825,0.089375,0.6725,262.5,204.92,95.2,42.7092,0.391207
1762,216,0.956,0.073,0.46025,215.3,0.989949,0.3,0.424264,0.996759
1763,742,0.7315,0.192875,0.699,554.6,30.8299,43.2,11.0309,0.747439
1764,392,0.545,0.24575,0.655,392,0,0,0,1
1765,317,0.6955,0.04325,0.438,91.4,18.9505,90.1,14.0007,0.288328
1766,211,0.85775,0.07375,0.29775,211,0,0,0,1
1767,242,0.7485,0.2295,0.47925,242,0,0,0,1
1768,542,0.982,0.101,0.43125,425.8,78.9131,23,12.1622,0.785609
1769,395,0.7505,0.24925,0.529,395,0,0,0,1
1770,268,0.8285,0.046375,0.396,162.7,30.1227,46.3,4.6669,0.60709
1771,452,0.6985,0.039125,0.5835,12.1,17.112,10.7,14.2836,0.0267699
1772,616,0.9295,0.211125,0.55225,613.6,3.39411,0.5,0.707107,0.996104
1773,525,0.87675,0.056,0.57975,74.4,0.565685,85.5,23.9002,0.141714
1774,329,0.63375,0.225,0.26725,329,0,0,0,1
1775,761,0.99875,0.096875,0.28975,641.4,46.1034,24.8,12.1622,0.842838
1776,359,0.5145,0.122125,0.58775,236.2,73.8219,55.3,28.4257,0.657939
1777,207,0.55125,0.108,0.3845,207,0,0,0,1
1778,394,0.91625,0.095125,0.45275,369.4,9.33381,8,4.24264,0.937563
1779,789,0.73875,0.029875,0.349,44.5,3.81838,41.4,8.76812,0.0564005
1780,764,0.69,0.15425,0.4815,505.5,48.2247,48,16.6877,0.661649
1781,232,0.6275,0.205,0.38225,232,0,0,0,1
1782,293,0.91,0.085375,0.67275,206.8,30.547,44.4,7.63675,0.705802
1783,495,0.8855,0.16825,0.39175,495,0,0,0,1
1784,364,0.88275,0.139375,0.25975,364,0,0,0,1
1785,234,0.98775,0.2175,0.4375,234,0,0,0,1
1786,463,0.69325,0.0285,0.597,1.9,2.68701,4.2,5.9397,0.00410367
1787,579,0.5675,0.06725,0.45175,167.9,43.6992,132.8,23.4759,0.289983
1788,787,0.86175,0.111,0.4365,509.7,77.6403,52,12.7279,0.647649
1789,508,0.93325,0.1045,0.38075,484.6,33.0926,7,9.89949,0.953937
1790,670,0.90025,0.242125,0.466,670,0,0,0,1
1791,533,0.61825,0.073625,0.284,317.2,24.0416,67.6,3.11127,0.595122
1792,650,0.70325,0.18,0.356,648.1,2.68701,0.2,0.282843,0.997077
1793,681,0.65875,0.17175,0.28475,681,0,0,0,1
1794,581,0.6025,0.066875,0.50225,179,33.0926,112,15.5563,0.30809
1795,693,0.73075,0.218625,0.5135,663.2,20.0818,7.4,1.69706,0.956999
1796,782,0.71925,0.233,0.358,782,0,0,0,1
1797,469,0.6,0.01425,0.70975,0,0,1.1,0.707107,0
1798,212,0.89075,0.14475,0.3515,212,0,0,0,1
1799,243,0.78975,0.004375,0.56775,0,0,39.5,4.38406,0
1800,343,0.9135,0.21,0.49175,343,0,0,0,1
1801,462,0.90175,0.048375,0.7285,115.1,70.8521,42.5,28.9914,0.249134
1802,653,0.82925,0.225875,0.7125,616.1,52.1845,7.6,10.748,0.943492
1803,464,0.5795,0.19775,0.3115,464,0,0,0,1
1804,510,0.5875,0.21625,0.47175,510,0,0,0,1
1805,592,0.74025,0.1935,0.6115,492.8,4.80833,22.9,8.90955,0.832432
1806,540,0.95725,0.14575,0.689,392.5,38.3252,28.8,8.20244,0.726852
1807,524,0.9035,0.084375,0.6105,345,61.6597,39.7,12.5865,0.658397
1808,422,0.7225,0.227125,0.3245,422,0,0,0,1
1809,553,0.9785,0.241875,0.2985,553,0,0,0,1
1810,572,0.83325,0.2025,0.46975,572,0,0,0,1
1811,462,0.88425,0.18325,0.606,462,0,0,0,1
1812,289,0.74775,0.20075,0.31925,289,0,0,0,1
1813,544,0.53375,0.007375,0.74425,0,0,30.8,2.82843,0
1814,542,0.96175,0.071125,0.4655,291.9,109.884,47.7,20.5061,0.538561
1815,391,0.521,0.004875,0.5255,0,0,71.3,2.68701,0
1816,292,0.918,0.081375,0.74525,180.1,3.53553,47.5,9.19239,0.616781
1817,256,0.83775,0.12225,0.73525,246.5,13.435,5.3,7.49533,0.962891
1818,255,0.66425,0.0265,0.729,0,0,0,0,0
1819,327,0.74675,0.2105,0.41825,327,0,0,0,1
1820,327,0.892,0.1285,0.43625,327,0,0,0,1
1821,558,0.902,0.13525,0.482,540.9,3.81838,5.9,0.424264,0.969355
1822,630,0.897,0.16125,0.69175,558.1,101.682,18.6,26.3044,0.885873
1823,492,0.87125,0.120125,0.26775,492,0,0,0,1
1824,647,0.73125,0.100875,0.57725,233.3,25.3144,106.1,4.94975,0.360587
1825,651,0.88225,0.1,0.59975,355.9,185.121,64.2,42.4264,0.546697
1826,386,0.68025,0.165375,0.52225,386,0,0,0,1
1827,585,0.5475,0.200375,0.68075,433.6,16.6877,61.2,9.33381,0.741197
1828,557,0.76975,0.04425,0.41625,108.5,59.8212,75,18.9505,0.194794
1829,303,0.991,0.1455,0.6845,303,0,0,0,1
1830,205,0.79975,0.021875,0.26375,87.4,7.63675,69.1,1.27279,0.426341
1831,287,0.8225,0.055625,0.48975,193.5,27.5772,41.1,4.10122,0.674216
1832,784,0.877,0.0525,0.50625,99.5,11.4551,89.4,30.8299,0.126913
1833,718,0.63025,0.082875,0.2805,384.2,0.848528,80.9,23.3345,0.535097
1834,287,0.5815,0.21175,0.519,287,0,0,0,1
1835,685,0.735,0.18375,0.32175,685,0,0,0,1
1836,601,0.72275,0.232375,0.56375,601,0,0,0,1
1837,755,0.85725,0.163375,0.336,720.7,48.5075,4.7,6.6468,0.95457
1838,350,0.51175,0.1475,0.3865,350,0,0,0,1
1839,368,0.70525,0.21675,0.58525,368,0,0,0,1
1840,326,0.905,0.086375,0.39375,324.3,2.40416,0.9,1.27279,0.994785
1841,370,0.56175,0.065,0.44225,149.7,10.3238,79.5,6.6468,0.404595
1842,703,0.961,0.157125,0.59825,527.2,96.7322,26.5,23.0517,0.749929
1843,270,0.94375,0.157,0.303,270,0,0,0,1
1844,308,0.9725,0.123625,0.2755,308,0,0,0,1
1845,537,0.635,0.0825,0.39125,271.3,79.9031,78,16.9706,0.505214
1846,640,0.81575,0.093625,0.4525,230.5,63.4982,95.7,7.77817,0.360156
1847,762,0.97825,0.2035,0.64025,693.1,5.51543,10.7,0.141421,0.90958
1848,252,0.772,0.206,0.6585,252,0,0,0,1
1849,308,0.84575,0.111125,0.34925,308,0,0,0,1
1850,437,0.589,0.137375,0.62675,314,5.9397,48.7,3.25269,0.718535
1851,700,0.65025,0.048,0.4925,66.7,12.8693,116.4,46.1034,0.0952857
1852,718,0.653,0.116875,0.32125,506.5,131.946,50.4,25.173,0.705432
1853,724,0.903,0.016125,0.367,0,0,0.3,0.141421,0
1854,387,0.80075,0.235,0.68375,387,0,0,0,1
1855,445,0.6925,0.179625,0.544,437,11.3137,2.7,3.81838,0.982022
1856,777,0.97,0.021625,0.50025,0,0,0,0,0
1857,631,0.91375,0.0575,0.69275,148.9,192.757,35.9,9.19239,0.235975
1858,575,0.75225,0.049,0.39525,148.3,69.155,94,9.05097,0.257913
1859,516,0.50025,0.159125,0.4045,416.1,3.53553,40.8,1.69706,0.806395
1860,230,0.88925,0.12475,0.47575,230,0,0,0,1
1861,553,0.84925,0.105625,0.51825,381.4,71.2764,51.1,18.2434,0.689693
1862,717,0.983,0.10225,0.40875,491.8,120.491,31,12.7279,0.685914
1863,471,0.89475,0.144625,0.736,423.5,2.96985,14.9,3.25269,0.899151
1864,471,0.52875,0.01825,0.27925,31.7,12.5865,73.3,22.2032,0.0673036
1865,398,0.9955,0.029375,0.45375,45.7,5.51543,49.4,6.50538,0.114824
1866,665,0.5625,0.194,0.30525,665,0,0,0,1
1867,211,0.939,0.203125,0.6895,211,0,0,0,1
1868,303,0.53675,0.108625,0.40825,290.1,3.53553,7.9,0.707107,0.957426
1869,562,0.75025,0.0405,0.6225,9.3,7.21249,17.9,14.8492,0.016548
1870,368,0.827,0.00175,0.4515,0,0,145.8,6.22254,0
1871,264,0.9415,0.004125,0.74275,0,0,45.2,4.52548,0
1872,293,0.962,0.009875,0.38375,0,0,3.3,0.141421,0
1873,736,0.576,0.058,0.65025,47,23.4759,50.7,2.12132,0.0638587
1874,380,0.972,0.003375,0.72675,0,0,80.8,0.282843,0
1875,418,0.72825,0.21125,0.63975,418,0,0,0,1
1876,383,0.55475,0.1055,0.49575,269.3,69.155,56.4,21.7789,0.703133
1877,621,0.81,0.020875,0.675,0,0,0,0,0
1878,421,0.84525,0.07,0.714,144.5,17.112,76,12.1622,0.34323
1879,490,0.78125,0.05575,0.41725,185.4,68.4479,77,18.9505,0.378367
1880,744,0.89175,0.181375,0.6435,616.1,47.659,24.8,12.4451,0.828091
1881,262,0.76025,0.00775,0.71625,0,0,10.1,1.83848,0
1882,736,0.63125,0.178375,0.41075,648.3,74.2462,21.8,11.5966,0.880842
1883,390,0.6505,0.163875,0.325,390,0,0,0,1
1884,232,0.703,0.160875,0.48175,232,0,0,0,1
1885,371,0.5405,0.192125,0.71825,357.4,19.2333,10.4,14.7078,0.963342
1886,717,0.512,0.248,0.2625,717,0,0,0,1
1887,703,0.79075,0.144875,0.44125,557.9,65.7609,37.7,9.75807,0.793599
1888,533,0.98875,0.229375,0.33475,533,0,0,0,1
1889,735,0.6315,0.194125,0.556,420.7,64.9124,100.3,32.1026,0.572381
1890,347,0.601,0.010125,0.44975,0,0,4.5,0.141421,0
1891,503,0.933,0.15525,0.60925,469.5,12.5865,8.8,4.80833,0.9334
1892,299,0.58975,0.034875,0.728,1.8,2.54558,7.7,10.8894,0.00602007
1893,258,0.799,0.147125,0.326,258,0,0,0,1
1894,749,0.73475,0.1695,0.32375,726.7,31.537,5.7,8.06102,0.970227
1895,493,0.813,0.094,0.509,347.7,11.1723,38.9,16.8291,0.705274
1896,367,0.5645,0.142125,0.57875,332.4,33.0926,12.6,9.33381,0.905722
1897,749,0.76925,0.009375,0.50525,0,0,6.1,1.27279,0
1898,335,0.96475,0.106625,0.52375,335,0,0,0,1
1899,613,0.574,0.209375,0.566,536.4,10.4652,22.3,2.68701,0.875041
1900,534,0.8385,0.060125,0.70725,278.2,91.3582,6.3,8.90955,0.520974
1901,455,0.5135,0.24975,0.483,455,0,0,0,1
1902,479,0.9615,0.116,0.70175,379.7,5.51543,23,9.33381,0.792693
1903,402,0.53275,0.08525,0.29425,339.4,6.50538,32,4.52548,0.844279
1904,299,0.58475,0.0845,0.34075,299,0,0,0,1
1905,344,0.9125,0.158,0.4335,344,0,0,0,1
1906,561,0.79225,0.085625,0.43475,291.4,44.4063,68.5,15.6978,0.51943
1907,519,0.85925,0.05625,0.32625,226.6,102.955,79.4,14.1421,0.436609
1908,686,0.55725,0.062875,0.32025,222.3,15.9806,104.8,1.13137,0.324052
1909,690,0.8085,0.011875,0.5305,0,0,1.6,0.282843,0
1910,636,0.9465,0.00825,0.42,0,0,7.5,1.83848,0
1911,629,0.8415,0.16075,0.41375,568.9,84.9942,13.9,19.6576,0.904452
1912,279,0.67575,0.038875,0.69525,20.5,10.6066,26.7,6.08112,0.0734767
1913,297,0.8205,0.21575,0.43875,297,0,0,0,1
1914,677,0.7915,0.204875,0.63525,618.7,20.5061,13.8,3.9598,0.913885
1915,230,0.70375,0.0515,0.25375,227.4,0.565685,1.4,0.565685,0.988696
1916,209,0.551,0.0645,0.30275,209,0,0,0,1
1917,233,0.7135,0.161,0.372,233,0,0,0,1
