sample,nr,dr,df,rf,avg_prey,std_prey,avg_predators,std_predators
427,211.6,0.764,0.1046,0.5008,0,0,212,0
428,179.2,1.88,0.1595,0.5984,0,0,187.25,0.282843
429,580.6,1.52,0.1115,0.6992,36.05,0.424264,393.95,5.44472
430,823.6,1.709,0.1418,0.3376,11.55,3.39411,724.075,66.362
431,706.6,1.733,0.0632,0.6904,49.425,4.84368,237.425,4.49013
432,838,1.433,0.1025,0.6456,45.725,1.87383,407.425,2.22739
433,528.4,1.769,0.1667,0.616,6.65,3.67696,505.5,11.3137
434,481.6,0.803,0.0623,0.3128,58.675,0.106066,289.55,12.3037
435,470.8,0.968,0.1634,0.3864,0,0,471,0
436,942.4,1.946,0.1097,0.5872,63.575,8.52064,450.475,94.717
437,910,1.367,0.0608,0.5288,73.35,8.55599,235.825,34.6836
438,229.6,0.818,0.1358,0.4144,0,0,230.4,10.8894
439,656.2,0.593,0.059,0.696,25.95,24.3952,64.125,5.76292
440,294.4,1.109,0.1484,0.5024,0,0,287.625,10.4298
441,604,1.1,0.0554,0.3048,56.45,1.48492,315.15,25.5266
442,856,1.628,0.1454,0.6112,38.825,5.69221,577.725,28.1782
443,202.6,1.925,0.0947,0.3664,0,0,205.9,3.25269
444,908.2,0.95,0.1925,0.3712,7.075,1.30815,856.75,3.04056
445,483.4,0.683,0.0581,0.6176,56.6,21.0011,183,42.2143
446,182.8,0.611,0.1139,0.4656,0,0,183.375,0.53033
447,332.2,0.974,0.0659,0.5568,42.95,6.22254,204.425,0.318198
448,398.8,1.811,0.1706,0.5944,0,0,399,0
449,101.8,0.815,0.1655,0.5584,0,0,158.625,11.0662
450,832.6,1.313,0.1784,0.4192,6.8,1.27279,790.5,5.86899
451,555.4,1.877,0.0665,0.58,66.35,5.86899,218,0.424264
452,636.4,1.544,0.1019,0.424,34.85,0.636396,451.4,9.61665
453,982,0.539,0.0617,0.6592,21.3,15.3442,60.375,9.79343
454,143.2,1.892,0.0782,0.4296,0,0,144.075,0.106066
455,631,1.616,0.1079,0.364,18.15,4.10122,545.85,18.5262
456,620.2,0.965,0.1472,0.5552,18.725,7.24784,539.525,21.39
457,422.2,0.869,0.1193,0.6624,30.75,0.848528,317.75,20.5061
458,220.6,0.92,0.086,0.5184,0,0,221,0
459,578.8,0.623,0.1349,0.5344,78.55,12.0915,319.9,27.86
460,895.6,1.823,0.1934,0.4456,16.4,5.02046,786.45,28.2843
461,213.4,1.508,0.1088,0.4208,0,0,215.25,1.76777
462,868.6,1.994,0.1121,0.6688,48.05,18.1019,475.45,87.752
463,800.2,0.749,0.0572,0.3824,95.225,1.16673,224.225,22.5214
464,811,1.268,0.0506,0.4624,77.475,5.55079,196.65,43.2042
465,841.6,1.943,0.0575,0.368,77.45,0.282843,225.025,37.3706
466,505,1.403,0.1901,0.544,0,0,505,0
467,272.8,1.211,0.1391,0.5168,0,0,273,0
468,560.8,1.661,0.1346,0.632,21.125,10.7834,457.35,45.6084
469,112.6,1.346,0.1076,0.6944,0,0,113,0
470,406,1.424,0.1604,0.4504,0,0,406,0
471,634.6,1.166,0.0656,0.4752,66.15,6.15183,282.525,9.79343
472,784,0.752,0.1061,0.504,85.825,11.2784,279.125,46.2094
473,391.6,0.506,0.1592,0.5968,44.1,2.26274,310.45,0.636396
474,382.6,1.49,0.1148,0.3904,0,0,383,0
475,775,1.949,0.1625,0.3352,0.175,0.247487,773.85,1.62635
476,184.6,1.253,0.0938,0.6344,0,0,180.375,6.54074
477,447.4,1.07,0.1373,0.5016,0.975,1.37886,444.325,5.12652
478,582.4,1.385,0.1928,0.6816,3.275,4.20729,554.45,12.7279
479,325,1.055,0.0515,0.4952,55.625,8.37922,147.3,5.65685
480,843.4,0.713,0.1103,0.4568,84.85,3.25269,303.25,7.35391
481,971.2,1.415,0.0641,0.5368,76.55,9.19239,272.4,56.9221
482,820,1.64,0.0584,0.4384,75.2,0.212132,228.075,55.2604
483,708.4,0.59,0.1106,0.332,79.125,13.6825,389.725,20.8243
484,330.4,0.641,0.1811,0.4768,0,0,322.725,11.7026
485,532,1.244,0.1361,0.316,0,0,532,0
486,467.2,1.814,0.1448,0.608,3.4,2.05061,447.025,23.7234
487,640,0.557,0.0677,0.3016,105.2,0.565685,256.3,16.1927
488,753.4,1.865,0.0887,0.6104,40.3,5.3033,404.05,26.7993
489,170.2,1.172,0.1073,0.328,0,0,198.3,6.15183
490,321.4,1.793,0.1772,0.5752,0,0,322,0
491,877.6,1.727,0.1406,0.428,47.375,6.75287,551.225,34.9664
492,132.4,1.502,0.0827,0.6528,0,0,133,0
493,571.6,1.55,0.1805,0.6512,11.7,3.11127,525.825,14.6018
494,285.4,1.991,0.1769,0.4928,0,0,282.075,5.55079
495,699.4,1.913,0.1268,0.3552,12.45,8.98026,637.4,40.0222
496,339.4,1.556,0.1016,0.3568,0,0,340,0
497,316,1.625,0.1781,0.4008,0,0,318.55,0.141421
498,938.8,1.901,0.1154,0.6656,48.425,2.72236,514.35,52.2552
499,701.2,1.223,0.1301,0.4632,21.95,1.13137,580.9,6.01041
