sample,nr,dr,df,rf,avg_prey,std_prey,avg_predators,std_predators
393,130.6,1.574,0.1208,0.3168,0,0,234.775,11.3491
394,521.2,0.899,0.1745,0.4328,0,0,522,0
395,744.4,0.584,0.1043,0.688,105.575,59.1495,397.575,43.5931
396,920.8,1.418,0.0818,0.3208,67.525,0.459619,409.175,49.8157
397,958.6,1.256,0.0845,0.6976,43.025,4.9851,587.4,54.7301
398,397,0.548,0.1253,0.6848,76.075,11.3491,243.075,26.6933
399,190,0.527,0.0995,0.3928,0,0,190,0
400,548.2,0.785,0.125,0.5432,35.275,7.67211,377.5,50.1339
401,793,0.698,0.1805,0.6568,63.025,3.07591,480.375,77.2514
402,110.8,0.755,0.1934,0.4384,0,0,285.55,11.1016
403,780.4,0.875,0.1514,0.6448,44.725,2.22739,510.175,17.8544
404,384.4,0.896,0.0632,0.5072,54.05,3.9598,186.225,5.83363
405,611.2,1.106,0.1973,0.5024,0,0,612,0
406,328.6,1.874,0.1922,0.3864,0,0,336.35,5.9397
407,965.8,0.824,0.0815,0.5152,90.575,4.13657,259.95,9.82878
408,269.2,1.442,0.0728,0.4192,2.375,1.52028,263.825,3.78302
409,713.8,1.01,0.0617,0.6264,51.325,32.633,288.575,106.95
410,339.4,1.154,0.1577,0.62,0,0,331.5,12.0208
411,164.8,1.283,0.0998,0.332,0,0,186.05,2.75772
412,217,0.674,0.164,0.4816,0,0,222.725,2.86378
413,915.4,0.812,0.1286,0.5112,68.325,10.2884,419.075,10.5712
414,949.6,1.289,0.1829,0.4672,22.05,0.282843,795.025,14.7432
415,865,1.94,0.1262,0.3888,43.175,11.9147,564.3,84.3578
416,818.2,1.055,0.1217,0.5216,49.65,2.12132,491.1,1.69706
417,280,1.967,0.0629,0.6936,34.725,5.12652,175.275,16.7231
418,604,1.034,0.1976,0.6864,8.35,2.75772,543.975,26.6226
419,816.4,1.013,0.1631,0.6968,30.75,14.8492,571.45,67.5994
420,721,1.07,0.0905,0.6352,49.45,16.6877,383.75,120.774
421,305.2,0.656,0.1715,0.3312,0,0,318.075,1.44957
422,751.6,1.376,0.1361,0.6472,42.7,3.18198,425.05,59.1848
423,893.8,1.082,0.1655,0.4912,33.85,1.83848,649.175,40.8354
424,391.6,0.671,0.155,0.5904,8.575,7.95495,371.225,18.9858
425,794.8,0.728,0.0809,0.484,73.3,6.22254,286.875,13.3997
426,942.4,0.992,0.1103,0.3488,45.35,0.707107,584.375,32.2087
427,193.6,1.886,0.1484,0.6256,0,0,195.325,1.80312
428,490.6,1.82,0.1463,0.3896,0,0,491,0
429,686.8,1.904,0.1811,0.6424,12.575,3.0052,620.725,18.7737
430,256.6,1.148,0.1418,0.3128,0,0,278.625,3.35876
431,640,0.791,0.0983,0.388,55.825,4.06586,396.6,33.7997
432,344.8,1.301,0.1337,0.6792,2.25,0.0707107,338.35,1.48492
433,582.4,0.773,0.1427,0.5392,35.775,7.17713,427.4,4.6669
434,436.6,0.998,0.0848,0.3544,9.025,4.34871,406.95,17.8191
435,240.4,1.949,0.134,0.4272,0,0,242.825,1.0253
436,704.8,1.631,0.1646,0.3088,0,0,705,0
437,652.6,1.994,0.1097,0.6248,64.625,4.9851,326.925,23.087
438,845.2,1.382,0.077,0.6024,64.75,0.353553,289.05,8.83883
439,557.2,1.136,0.0656,0.3496,45.725,1.0253,347.45,28.0721
440,487,1.199,0.0647,0.5464,57.7,5.72756,215.8,10.8187
441,251.2,1.166,0.1283,0.412,0,0,252.3,0.424264
442,298,0.863,0.1847,0.5552,0,0,299.25,0.777817
443,492.4,1.754,0.1622,0.6584,6.9,6.85894,470.075,22.5921
444,332.2,0.662,0.0524,0.4072,86.6,2.33345,157.875,0.0353553
445,964,1.178,0.0746,0.5424,63.4,12.7986,301.975,10.0056
446,654.4,1.91,0.1313,0.636,39.325,0.813173,431.975,18.3494
447,992.8,1.619,0.1094,0.34,44.925,5.90434,622.9,39.4566
448,512.2,1.883,0.0743,0.5936,57.7,0.989949,247.225,12.1976
449,636.4,1.847,0.1472,0.5752,18.675,5.40937,550.15,14.2128
450,553.6,0.701,0.161,0.5312,32.825,12.834,448.1,30.1227
451,319.6,1.313,0.0623,0.4352,32.05,7.84889,239.475,19.6929
452,739,1.088,0.0851,0.6808,50.925,3.21734,368.1,12.7986
453,359.2,1.097,0.0767,0.632,50.525,1.52028,190.225,3.0052
454,775,0.911,0.0605,0.52,74.975,6.82358,244.225,39.7748
455,209.8,1.19,0.0689,0.58,5,5.3033,202.35,8.69741
456,150.4,1.598,0.1592,0.3224,0,0,289.925,18.208
457,247.6,0.644,0.1031,0.448,0.2,0.282843,247.675,0.459619
458,506.8,1.022,0.0566,0.4168,60.525,4.13657,241.7,27.5772
459,596.8,1.781,0.1835,0.4744,0,0,597,0
460,985.6,1.568,0.1664,0.612,41.825,16.9352,618.8,43.2042
461,388,0.611,0.1589,0.6464,25.15,7.21249,333.425,18.4201
462,854.2,0.578,0.1523,0.6304,97.75,7.70746,377.725,10.8541
463,757,1.373,0.0893,0.5512,65.1,13.2229,367.65,44.1235
464,829,0.503,0.1775,0.5016,105.55,12.0915,406.175,24.572
465,773.2,1.628,0.0665,0.5504,64.575,12.9047,290.45,53.1744
466,447.4,0.956,0.0716,0.5384,58.525,7.81353,231.55,14.9907
467,186.4,1.88,0.1994,0.3816,0,0,313.25,19.5161
468,800.2,1.661,0.1475,0.3384,4.4,0.282843,773.725,3.57089
469,886.6,1.928,0.1769,0.4832,20.55,0.919239,718.875,7.10642
470,575.2,1.682,0.1862,0.5856,0.75,0.777817,570.225,5.19723
471,265.6,0.914,0.0554,0.5944,45.375,4.34871,163.7,14.7078
472,442,1.43,0.1859,0.3976,0,0,442,0
473,620.2,0.941,0.0923,0.3,18.85,1.20208,543.575,11.7733
474,726.4,1.664,0.086,0.404,51.25,0.282843,400.575,19.2687
475,598.6,1.691,0.0953,0.5232,43.075,2.79307,379.975,19.4101
476,791.2,1.697,0.1703,0.4264,8.275,3.71231,731.425,30.7945
477,449.2,1.295,0.1133,0.4888,4.725,1.6617,430.65,5.9397
478,922.6,1.478,0.152,0.5032,34.2,0,692.225,5.05581
479,425.8,1.742,0.0575,0.4504,53.625,7.45998,203.85,26.7286
480,870.4,1.079,0.1181,0.5736,41.65,6.92965,524.575,9.08632
481,839.8,1.526,0.1634,0.536,29.65,4.87904,646.7,23.7588
482,749.8,0.977,0.1076,0.3592,34.7,2.12132,531.875,7.53069
483,434.8,0.983,0.0884,0.3792,8.9,4.80833,408.3,13.7179
484,285.4,0.563,0.1781,0.396,0,0,297.85,1.06066
485,314.2,1.811,0.1082,0.5992,6.1,4.45477,300.675,10.8541
486,956.8,1.76,0.0989,0.3216,53.275,13.3997,541.3,70.3571
487,715.6,1.181,0.1691,0.4632,10.425,6.11647,659.8,43.0628
488,944.2,1.877,0.0518,0.5792,24.85,13.2936,327.35,11.5966
489,245.8,0.521,0.1304,0.504,0,0,246,0
490,746.2,1.871,0.1754,0.4176,4.525,4.56084,724.925,20.6122
491,134.2,0.683,0.1124,0.3936,0,0,148.525,1.30815
492,348.4,1.856,0.1964,0.5368,0,0,349,0
493,353.8,1.25,0.1985,0.3256,0,0,357.85,4.59619
494,645.4,1.343,0.0551,0.6168,50.275,14.8139,207.025,24.5012
495,229.6,1.64,0.0506,0.6432,36.075,0.318198,125.6,11.8087
496,989.2,0.806,0.1136,0.3464,66.075,8.9449,492.075,132.476
497,125.2,0.722,0.1511,0.5496,0,0,137.75,1.48492
498,940.6,0.629,0.1997,0.596,82.825,15.2382,541.55,27.7893
499,533.8,1.358,0.1616,0.5544,4.925,0.883883,518.75,6.50538
