sample,nr,dr,df,rf,avg_prey,std_prey,avg_predators,std_predators
0,820,0.8,0.05,0.54,55.8,40.4465,227.7,32.6683
1,460,0.5,0.17,0.46,22,21.7789,420.8,44.972
2,280,1.4,0.08,0.62,25.9,18.2434,227.2,32.5269
3,100,1.7,0.14,0.38,0,0,234.7,17.9605
4,640,1.1,0.11,0.3,1.4,1.9799,569.8,81.7415
