sample,nr,dr,df,rf,avg_prey,std_prey,avg_predators,std_predators
0,820,1.1,0.11,0.62,68.8,11.0309,473,26.5872
1,640,1.4,0.14,0.3,0,0,640,0
2,280,1.7,0.08,0.54,17.1,2.12132,242.5,4.94975
3,100,0.5,0.05,0.38,1.8,0.282843,99.6,0
4,460,0.8,0.17,0.46,0,0,414,65.0538
