sample,nr,dr,df,rf,avg_prey,std_prey,avg_predators,std_predators
59,437.5,1.685,0.116,0.63,5.1,0.424264,422.2,3.11127
60,964,1.295,0.16775,0.326,18.4,1.9799,749.3,147.785
61,757,1.6775,0.1745,0.466,6.8,9.61665,731.2,36.4867
62,433,0.7025,0.155,0.336,0,0,389.7,61.2354
63,550,1.145,0.18575,0.696,10.6,14.9907,501.9,68.0237
64,739,1.76,0.14675,0.514,30.7,3.81838,454,50.0632
65,118,0.5975,0.15125,0.6,0,0,124.5,6.92965
66,329.5,0.8975,0.11825,0.588,2.4,3.39411,291.7,39.7394
67,127,1.0925,0.06575,0.436,0,0,127,0
68,635.5,0.5825,0.1325,0.408,68.4,25.7387,335.5,33.5169
69,307,0.68,0.0575,0.406,60.7,21.6375,195.9,58.407
70,586,0.6425,0.13625,0.55,59.9,14.2836,318.6,33.0926
71,374.5,1.835,0.11975,0.358,0,0,375,0
72,568,1.6625,0.07475,0.368,42.4,8.48528,389.2,22.0617
73,923.5,1.4225,0.19625,0.606,35.8,2.82843,760.2,11.8794
74,730,1.7225,0.101,0.346,40.1,4.6669,419.5,47.0933
75,716.5,1.5125,0.19025,0.594,5.8,7.35391,666.7,43.6992
76,743.5,1.8125,0.0665,0.496,56.9,4.38406,220.5,111.299
77,806.5,1.9325,0.152,0.5,7.3,4.38406,782.3,17.3948
78,311.5,0.5225,0.1805,0.518,0,0,280.8,44.1235
79,860.5,0.83,0.107,0.36,75.8,9.33381,504.4,58.2656
80,509.5,1.1225,0.17375,0.328,0,0,459,72.1249
81,712,1.1,0.14,0.616,30.8,15.2735,547.1,36.911
82,122.5,1.3325,0.11525,0.638,0,0,123,0
83,442,0.935,0.134,0.502,5.1,7.21249,430,16.9706
84,487,1.1375,0.089,0.426,27.4,21.7789,324.5,13.1522
85,181,1.1975,0.06425,0.59,13.5,7.77817,159.3,9.19239
86,145,1.7075,0.18125,0.536,0,0,192.8,18.9505
87,325,1.8575,0.12425,0.516,0,0,325,0
88,563.5,1.5275,0.1295,0.42,2.3,1.83848,496.2,66.7509
89,136,1.7525,0.158,0.62,0,0,155.1,13.435
90,271,1.1825,0.19775,0.664,0,0,243.9,38.3252
91,257.5,0.92,0.11675,0.34,0,0,263.1,7.21249
92,352,1.2875,0.17675,0.414,0,0,316.8,49.7803
93,833.5,1.715,0.1955,0.452,0,0,834,0
94,694,0.725,0.188,0.364,0,0,624.6,98.1464
95,829,0.9125,0.137,0.684,58.4,0.565685,464.4,156.129
96,239.5,0.755,0.11,0.698,9.9,1.55563,202.1,35.7796
97,617.5,1.655,0.08,0.626,57.8,11.3137,274.1,100.268
98,203.5,1.55,0.07775,0.494,0,0,183.6,28.85
99,824.5,0.8675,0.06875,0.608,78.1,0.141421,255.1,32.1026
100,986.5,0.8225,0.056,0.628,34.6,20.0818,122.7,109.319
101,838,1.445,0.0725,0.43,59.6,16.122,335.6,51.1945
102,401.5,1.3025,0.09125,0.338,0,0,361.8,56.8514
103,383.5,1.88,0.16625,0.568,0,0,384,0
104,464.5,1.58,0.173,0.372,0,0,465,0
105,284.5,1.6025,0.1235,0.38,0,0,285,0
106,901,1.2125,0.07625,0.656,52.1,20.5061,299,43.5578
107,883,0.6275,0.0545,0.57,33.7,23.6174,49.3,48.7904
108,424,1.055,0.185,0.618,0,0,381.6,59.9627
109,613,0.515,0.11375,0.574,150.8,32.8098,184.1,25.0316
110,631,0.8,0.06275,0.622,67.1,15.1321,198.7,9.19239
111,662.5,0.98,0.161,0.532,18.3,17.112,585.5,79.6202
112,541,0.785,0.1115,0.602,59.2,26.3044,293.6,8.20244
113,338.5,1.4,0.1715,0.322,0,0,339,0
114,622,0.71,0.1895,0.404,1.7,2.40416,556.4,83.1558
115,460,1.415,0.071,0.68,36.9,4.38406,285.8,29.4156
116,887.5,1.19,0.17975,0.33,0.5,0.707107,794.3,132.512
117,158.5,1.7975,0.14825,0.48,0,0,226.4,14.9907
118,847,1.4075,0.1415,0.552,49.6,34.7897,551.9,172.958
119,109,0.56,0.0845,0.562,0,0,109,0
120,590.5,1.6475,0.10925,0.644,33.7,5.51543,348.5,94.328
121,154,0.695,0.09875,0.342,0,0,173,17.5362
122,113.5,0.845,0.1385,0.46,0,0,142.4,48.6489
123,415,1.07,0.13025,0.442,0,0,415,0
124,554.5,1.85,0.17225,0.324,0,0,499.5,78.4889
125,982,1.0625,0.08375,0.366,63.1,13.7179,430.1,96.3079
126,955,0.59,0.16475,0.66,99.2,92.4896,385.2,282.843
127,851.5,1.3475,0.18425,0.362,3,4.24264,839.9,17.112
128,455.5,1.325,0.15425,0.682,3,4.24264,401.5,51.9016
129,950.5,0.5,0.1175,0.58,125.1,48.2247,325.5,89.8026
130,167.5,1.6925,0.13775,0.686,0,0,151.2,23.7588
131,235,0.53,0.18725,0.484,0,0,244.9,11.738
132,599.5,0.6575,0.113,0.54,47.1,16.2635,259,48.9318
133,896.5,0.95,0.08075,0.658,95,44.972,229.3,73.3977
134,208,0.7475,0.13175,0.352,0,0,248.5,8.90955
135,365.5,1.595,0.068,0.688,50.4,16.9706,211.2,23.1931
136,532,1.2575,0.1025,0.506,27.6,5.65685,328.1,128.835
137,775,1.28,0.16025,0.526,46,11.3137,529.4,29.1328
138,581.5,1.565,0.19925,0.416,0,0,523.8,82.3072
139,815.5,0.9425,0.07325,0.576,47.8,10.748,372.9,48.2247
140,221.5,0.6125,0.1505,0.65,0,0,199.8,31.3955
141,932.5,1.91,0.19475,0.61,12.6,13.2936,816.8,111.44
142,937,1.2725,0.09275,0.472,55.3,25.0316,514.1,155.705
143,298,1.475,0.09725,0.376,0,0,298,0
144,185.5,1.265,0.131,0.614,0,0,167.5,26.4458
145,478,1.925,0.05675,0.598,47,4.52548,198.2,82.0244
146,766,1.2275,0.149,0.424,19.1,10.0409,550.5,55.2958
147,545.5,1.61,0.16325,0.604,5.5,4.38406,527.4,14.425
148,905.5,1.7675,0.12875,0.492,54.1,21.3546,526.9,124.027
149,784,1.82,0.125,0.428,44.2,12.4451,560.7,58.407
150,793,0.9875,0.11075,0.648,58.2,27.4357,398.9,9.47523
151,680.5,1.3775,0.1985,0.582,0,0,681,0
152,995.5,0.5375,0.16925,0.456,81.1,44.5477,435.5,64.0639
153,914.5,1.8875,0.12275,0.662,62.1,1.55563,391.2,38.4666
154,275.5,0.6725,0.1775,0.676,0,0,248.4,39.0323
155,946,0.965,0.14525,0.41,39.1,25.3144,684.8,56.5685
156,698.5,0.635,0.0515,0.542,97.9,45.3963,128.3,80.4688
157,361,0.575,0.10775,0.476,22,4.80833,316.8,1.41421
158,640,1.4825,0.07025,0.67,34.6,12.7279,210.9,37.7595
159,941.5,1.43,0.095,0.578,41.5,12.8693,486,79.7616
160,347.5,1.355,0.1565,0.438,0,0,313.2,49.2146
161,446.5,0.7925,0.17075,0.504,0.9,1.27279,443.2,5.37401
162,653.5,1.9475,0.15575,0.49,26.4,2.54558,454.6,121.34
163,968.5,1.4675,0.0815,0.454,90.6,10.1823,322.7,59.5384
164,190,1.205,0.167,0.344,0,0,256.2,69.8621
165,500.5,1.73,0.13925,0.666,32.1,16.8291,385.9,36.3453
166,707.5,1.79,0.119,0.422,31.7,5.79828,532.7,55.0129
167,734.5,1.2425,0.18875,0.508,16.4,16.9706,666.8,67.5994
168,721,1.0175,0.0635,0.32,57.8,20.3647,278.1,8.6267
169,410.5,0.7325,0.1865,0.478,0,0,411,0
170,491.5,0.7175,0.1355,0.672,58.3,40.5879,250.5,0.707107
171,797.5,1.5575,0.1835,0.612,16.4,8.48528,692.6,17.5362
172,572.5,1.6325,0.1445,0.522,15,7.35391,456.3,82.4487
173,595,1.34,0.074,0.3,34.4,7.35391,445.2,30.2642
174,230.5,1.7825,0.08225,0.39,0,0,231,0
175,194.5,1.5875,0.1265,0.44,0,0,209.7,2.96985
176,280,1.94,0.08525,0.646,17.8,15.5563,208,3.11127
177,892,1.16,0.092,0.382,72.7,24.7487,359.3,34.9311
178,874,0.605,0.08675,0.302,101.3,10.6066,332.6,99.8435
179,397,1.775,0.18275,0.458,0,0,397,0
180,482.5,1.805,0.164,0.486,0,0,434.7,68.3065
181,302.5,1.67,0.0695,0.432,8.1,3.81838,282.9,14.5664
182,473.5,0.9725,0.0905,0.52,35.5,2.40416,317.6,65.3367
183,226,0.6875,0.1685,0.674,0,0,226,0
184,514,1.4525,0.05225,0.312,57,4.52548,208.3,55.8614
185,869.5,1.175,0.1145,0.512,63.8,10.4652,432.8,122.471
186,658,1.9775,0.191,0.636,7.1,7.21249,622.8,20.6475
187,991,0.815,0.17,0.35,35.6,12.4451,746.4,22.3446
188,910,1.1075,0.05975,0.642,59.6,24.3245,156.8,140.007
189,748,0.905,0.10025,0.418,63.6,4.80833,337.9,35.2139
190,928,1.8725,0.06125,0.398,64.2,30.8299,286,65.9024
191,104.5,1.97,0.197,0.448,0,0,264.6,7.07107
192,725.5,1.0025,0.1925,0.31,0,0,653.4,102.672
193,523,1.085,0.05375,0.498,53,21.7789,194.6,52.8916
194,802,1.5425,0.10475,0.314,14.8,5.09117,640.4,148.21
195,977.5,1.9175,0.09575,0.394,63.7,25.8801,422.2,145.947
196,388,1.3175,0.1475,0.386,0,0,349.2,54.8715
197,811,0.8825,0.19175,0.354,4.7,5.23259,777.7,19.9404
198,820,1.22,0.14075,0.356,14.7,6.6468,720.5,66.3266
199,671.5,1.52,0.10175,0.374,38.9,10.3238,472,70.145
