sample,nr,dr,df,rf,avg_prey,std_prey,avg_predators,std_predators
0,640,1.4,0.08,0.46,49.5,1.27279,248.3,27.2943
1,460,0.8,0.05,0.54,74.7,3.53553,133.6,59.6798
2,100,1.7,0.11,0.38,1.13877e+08,1.61047e+08,181.9,33.5169
3,280,1.1,0.14,0.3,0,0,307,9.89949
4,820,0.5,0.17,0.62,82.6,10.748,379.5,42.285
