sample,nr,dr,df,rf,avg_prey,std_prey,avg_predators,std_predators
74,581.5,1.31,0.10625,0.444,33.9,0.424264,441.7,11.1723
75,194.5,1.9625,0.0905,0.402,0,0,195,0
76,550,1.745,0.08825,0.604,58.8,6.50538,303.8,7.07107
77,833.5,1.01,0.17675,0.614,26,0.282843,665.5,56.9928
78,946,0.935,0.08525,0.33,66.5,15.1321,384.9,93.4795
79,473.5,1.4,0.161,0.57,0,0,474,0
80,374.5,1.3325,0.131,0.306,0,0,337.5,53.033
81,136,0.5375,0.074,0.616,10,5.09117,128.9,6.36396
82,347.5,1.7225,0.158,0.546,0,0,313.2,49.2146
83,991,0.7625,0.0545,0.324,102.7,9.19239,195.3,12.0208
84,635.5,1.6175,0.1745,0.698,10.7,15.1321,541.3,133.926
85,923.5,1.25,0.17,0.694,36.6,12.7279,601.1,18.5262
86,298,0.74,0.137,0.39,0,0,272.7,48.5075
87,302.5,0.845,0.05075,0.53,56.5,8.6267,151.2,10.748
88,577,1.13,0.0695,0.48,59,6.50538,266.7,43.982
89,104.5,1.82,0.11375,0.312,0,0,204.6,8.20244
90,689.5,0.815,0.0815,0.446,67.3,2.12132,256.6,112.571
91,523,0.89,0.1385,0.426,5.2,4.52548,507.9,18.2434
92,649,1.265,0.1445,0.508,18.7,4.10122,473.3,79.9031
93,626.5,1.28,0.14,0.31,0,0,627,0
94,199,0.905,0.194,0.55,0,0,211.9,23.3345
95,721,1.5275,0.18875,0.466,1.4,1.9799,714.3,9.47523
96,707.5,0.7925,0.068,0.37,76.6,19.5161,219.6,130.108
97,766,1.22,0.077,0.606,40.8,15.2735,484.2,19.5161
98,892,1.43,0.16775,0.618,22.1,4.38406,678.5,79.3374
99,779.5,0.92,0.08225,0.338,59.2,8.76812,390.1,82.1658
100,280,0.7475,0.167,0.416,0,0,257.3,32.1026
101,275.5,1.1975,0.071,0.646,11.8,6.22254,250.3,15.9806
102,829,1.0925,0.0515,0.468,74.2,35.0725,290.9,122.895
103,284.5,1.925,0.19025,0.378,0,0,309.9,8.34386
104,334,1.4825,0.1535,0.34,0,0,334,0
105,928,0.5,0.1715,0.374,122.8,13.2936,440.4,90.7925
106,802,1.0475,0.1835,0.38,0.1,0.141421,717.6,107.48
107,212.5,1.7675,0.11075,0.61,0,0,213,0
108,266.5,1.685,0.0875,0.474,0,0,240.3,37.7595
109,329.5,1.07,0.19625,0.6,0,0,330.2,0.282843
110,464.5,1.6025,0.1925,0.47,0,0,465,0
111,703,1.355,0.185,0.656,11.5,2.96985,630.7,11.1723
112,428.5,1.2875,0.089,0.696,26.6,11.5966,282.9,112.147
113,383.5,1.6325,0.11675,0.642,12.9,16.2635,345.6,49.7803
114,739,1.3925,0.05,0.598,38.8,12.7279,68.8,10.748
115,442,1.9775,0.086,0.41,29.9,3.53553,344.2,5.65685
116,140.5,0.5075,0.125,0.414,0,0,131.1,18.809
117,482.5,1.6475,0.059,0.392,50.7,2.68701,267.6,44.1235
118,496,1.295,0.1175,0.648,32.4,35.921,354.9,110.733
119,536.5,1.3625,0.08375,0.54,40.7,6.6468,339.6,38.1838
120,761.5,1.7,0.07925,0.512,45.3,3.53553,436.6,69.5793
121,977.5,0.7325,0.08675,0.59,90.5,36.0624,303.6,19.799
122,226,1.7525,0.09725,0.496,0,0,203.4,31.9612
123,658,1.46,0.06575,0.328,66.4,9.61665,320.1,79.6202
124,694,1.7975,0.17375,0.442,1.8,2.54558,615.8,85.7013
125,545.5,0.68,0.08075,0.482,96,6.50538,205.5,22.7688
126,181,0.8975,0.07325,0.528,0,0,181,0
127,811,0.5825,0.05375,0.494,56.4,69.2965,203.3,45.9619
128,451,0.8825,0.17825,0.654,6.3,8.90955,428.5,31.8198
129,401.5,1.7075,0.15425,0.384,0,0,402,0
130,685,0.6725,0.14675,0.576,67.3,8.90955,272.2,58.2656
131,770.5,1.88,0.13475,0.448,26.8,9.89949,568.5,65.7609
132,230.5,1.19,0.15725,0.326,0,0,295,21.2132
133,217,0.5225,0.1805,0.544,0,0,217,0
134,734.5,1.565,0.14975,0.678,19.6,11.0309,504.9,264.882
135,172,0.8525,0.19775,0.51,0,0,253,0.848528
136,158.5,1.055,0.0725,0.558,0,0,159,0
137,905.5,1.5875,0.06125,0.524,78.7,12.5865,217.5,120.915
138,568,1.9925,0.11225,0.432,20.1,16.8291,411.1,156.271
139,874,1.7375,0.13175,0.69,40,5.9397,532.7,180.878
140,185.5,0.98,0.19325,0.578,0,0,231,3.67696
141,860.5,0.5525,0.152,0.538,97.8,3.11127,280.8,84.8528
142,950.5,0.9575,0.164,0.304,10.2,9.33381,871,65.9024
143,410.5,0.6275,0.1145,0.586,61.1,46.2448,279,83.4386
144,986.5,0.7025,0.10025,0.348,94.5,14.0007,379.4,57.4171
145,127,0.6575,0.1235,0.314,0,0,216.5,38.608
146,896.5,1.94,0.095,0.608,53.1,11.4551,267.7,179.181
147,446.5,0.8225,0.0755,0.502,60.6,11.0309,243.9,39.1737
148,730,1.61,0.0635,0.498,74.6,9.61665,224.3,78.4889
149,914.5,1.3175,0.05225,0.344,77.2,15.5563,199.3,13.7179
150,356.5,1.205,0.12875,0.684,2.3,3.25269,311,35.921
151,338.5,1.415,0.16325,0.476,0,0,339,0
152,653.5,1.7825,0.0575,0.342,57.6,14.9907,203,119.077
153,365.5,0.6425,0.08,0.574,63.7,6.6468,209.9,6.08112
154,406,0.59,0.07475,0.478,73.7,24.1831,166.7,17.9605
155,838,1.97,0.155,0.406,20.6,0,681,22.0617
156,572.5,0.95,0.16025,0.318,0,0,515.7,81.0344
157,604,1.8575,0.06425,0.518,69.4,8.76812,263.4,3.9598
158,824.5,0.695,0.15575,0.626,82,7.35391,561.1,42.5678
159,433,1.9475,0.122,0.506,6.1,8.6267,411,31.1127
160,145,0.965,0.173,0.596,0,0,187.9,42.5678
161,599.5,1.8125,0.18575,0.32,0,0,600,0
162,743.5,1.0325,0.05525,0.588,45.7,22.486,258.2,244.942
163,190,1.8875,0.05825,0.398,0,0,190,0
164,559,0.665,0.14825,0.534,51.7,18.809,400.7,37.7595
165,883,0.53,0.1985,0.622,89.4,38.7495,479.8,50.9117
166,869.5,1.79,0.1265,0.556,24.3,9.47523,680.4,43.5578
167,257.5,0.9275,0.13325,0.412,0,0,258,0
168,415,0.785,0.14225,0.424,0,0,373.5,58.6899
169,586,1.3475,0.11825,0.672,38.9,37.1938,367.8,113.986
170,325,1.4975,0.05975,0.64,33.7,24.1831,239.3,36.3453
171,388,1.55,0.1895,0.434,0,0,388,0
172,100,0.7775,0.10775,0.362,0,0,134.8,6.22254
173,968.5,1.1225,0.07775,0.628,50.7,47.3762,579,170.271
174,352,1.8275,0.09875,0.418,0,0,352,0
175,671.5,1.535,0.19925,0.682,17,6.22254,615.1,30.9713
176,311.5,1.1375,0.19475,0.45,0,0,285.1,48.5075
177,514,1.325,0.15875,0.408,0,0,514,0
178,932.5,1.2275,0.1655,0.688,77.6,10.1823,477.7,26.163
179,478,1.4375,0.17225,0.428,0,0,478,0
180,469,0.56,0.1025,0.658,126.3,12.5865,156.5,29.8399
181,262,1.805,0.15275,0.662,0,0,262,0
182,122.5,1.8725,0.1085,0.67,0,0,110.7,17.3948
183,973,1.52,0.06275,0.56,61.6,9.61665,447.9,6.6468
184,343,0.575,0.18725,0.388,0,0,310.6,51.1945
185,203.5,0.875,0.1295,0.322,0,0,237,24.3245
186,887.5,0.7175,0.12275,0.584,72.9,8.6267,283.1,129.401
187,460,1.5725,0.092,0.634,48.5,21.0718,252,58.2656
188,131.5,1.9325,0.179,0.35,0,0,284.4,21.496
189,253,1.595,0.10475,0.532,0,0,253,0
190,995.5,1.625,0.06725,0.46,75.9,12.0208,214.9,30.9713
191,640,1.1825,0.065,0.63,42.6,7.63675,275,80.893
192,221.5,0.635,0.134,0.664,0,0,199.8,31.3955
193,167.5,1.16,0.19175,0.436,0,0,267.8,3.9598
194,563.5,1.4675,0.0845,0.42,40.5,6.08112,360.8,21.496
195,856,0.8075,0.113,0.386,52.8,4.80833,461.1,13.435
196,248.5,1.73,0.1115,0.36,0,0,227.2,39.598
197,239.5,1.025,0.182,0.592,0,0,240,0
198,959.5,1.1675,0.18125,0.366,5.3,7.49533,824.7,191.06
199,379,0.77,0.0665,0.62,50.1,16.5463,170.8,23.4759
