sample,nr,dr,df,rf,avg_prey,std_prey,avg_predators,std_predators
0,280,1.4,0.05,0.54,51.9,8.90955,114.3,13.435
1,460,1.1,0.08,0.3,6.3,3.53553,442.2,13.2936
2,100,1.7,0.14,0.46,0,0,203.2,14.9907
3,640,0.5,0.11,0.38,111.2,10.4652,272.8,17.2534
4,820,0.8,0.17,0.62,73,17.5362,424.7,121.764
