sample,nr,dr,df,rf,avg_prey,std_prey,avg_predators,std_predators
49,370,1.46,0.1265,0.5,0.2,0.282843,368.9,1.55563
50,397,0.98,0.1295,0.476,0.4,0.565685,396.4,0.848528
51,577,0.5,0.071,0.396,123.6,31.6784,198,75.2362
52,685,1.415,0.1955,0.388,0,0,685,0
53,793,1.865,0.0755,0.432,52.8,27.1529,409.1,86.6913
54,775,1.28,0.11,0.392,39.9,1.27279,461.1,73.6805
55,325,1.13,0.152,0.632,0,0,325,0
56,703,1.04,0.0725,0.588,59.3,24.4659,208.9,14.0007
57,352,1.475,0.0905,0.592,21.3,8.90955,289.4,0.848528
58,856,0.875,0.1565,0.668,23.4,1.13137,652.8,140.573
59,829,0.605,0.1535,0.544,106.1,22.486,331.3,200.677
60,433,1.955,0.173,0.316,0,0,389.7,61.2354
61,901,0.89,0.092,0.344,65.8,13.5765,414.9,92.0653
62,541,1.52,0.053,0.516,46.1,19.6576,198.8,64.2053
63,163,0.515,0.161,0.62,0,0,163,0
64,109,0.665,0.1145,0.492,0,0,98.2,15.5563
65,667,0.755,0.131,0.484,50,6.78823,444.4,18.1019
66,928,1.085,0.125,0.308,32.7,4.38406,605.2,100.126
67,442,1.535,0.128,0.364,0,0,442,0
68,505,0.68,0.1655,0.604,31.2,20.3647,374.7,20.2233
69,235,1.115,0.1625,0.508,0,0,240.7,8.06102
70,226,0.71,0.164,0.32,0,0,236.3,45.3963
71,883,0.995,0.1055,0.512,67.2,12.4451,416.7,8.06102
72,307,0.77,0.0605,0.504,55.9,19.9404,180.1,3.81838
73,631,1.385,0.086,0.56,60.8,14.9907,369.1,105.925
74,451,1.265,0.119,0.496,6.8,3.39411,385.2,44.6891
75,136,1.76,0.062,0.424,0,0,135.9,0.141421
76,802,1.715,0.0815,0.552,53.6,30.8299,291.3,37.1938
77,982,0.53,0.1925,0.428,118.7,7.21249,520.9,13.7179
78,487,0.575,0.158,0.584,56.9,27.86,292.6,0.848528
79,514,0.62,0.1835,0.608,31.3,9.47523,400.7,3.81838
80,676,0.65,0.089,0.332,74.5,10.3238,304.4,75.519
81,496,1.625,0.1025,0.624,62.5,10.6066,256.1,22.486
82,604,1.97,0.1445,0.648,17.1,14.2836,439.8,13.8593
83,100,1.61,0.113,0.38,0,0,180.7,2.68701
84,739,1.505,0.197,0.48,14.5,8.06102,657.6,44.6891
85,964,1.94,0.0965,0.524,65.5,11.4551,286.5,55.8614
86,181,0.965,0.1325,0.636,0,0,164.7,23.0517
87,757,1.73,0.146,0.656,36.7,10.0409,471.2,29.6985
88,955,0.59,0.116,0.384,92.4,24.6073,281.1,20.7889
89,991,1.07,0.179,0.42,39,20.0818,693.6,102.672
90,595,1.79,0.1235,0.372,9.1,6.6468,562.4,21.2132
91,118,1.445,0.098,0.628,0,0,118,0
92,865,1.895,0.1085,0.34,38.2,33.6583,520.6,111.44
93,478,1.925,0.1175,0.352,0,0,478,0
94,424,0.56,0.182,0.676,27.5,1.55563,322.5,55.8614
95,973,1.655,0.0695,0.436,76.1,33.234,243.9,19.9404
96,145,1.64,0.1475,0.696,0,0,130.5,20.5061
97,919,1.595,0.143,0.672,82.6,41.5779,384,26.0215
98,127,1.7,0.0665,0.572,0,0,114.3,17.9605
99,460,1.85,0.107,0.456,19.3,1.55563,384.2,8.76812
